source,campaign,influencer_id,user_id,product,date,orders,revenue
paid_ad,camp_1,,334,Snack,2025-08-06 19:32:40.393104,0,0
organic,,,1320,Supplement,2025-07-28 19:32:40.393104,0,0
influencer,camp_2,3,1253,Protein,2025-05-30 19:32:40.393104,0,0
organic,,,574,Protein,2025-07-05 19:32:40.393104,0,0
organic,,,1319,Supplement,2025-06-24 19:32:40.393104,0,0
organic,,,575,Protein,2025-06-14 19:32:40.393104,0,0
influencer,camp_3,8,1998,Snack,2025-07-01 19:32:40.393104,0,0
organic,,,1992,Supplement,2025-07-24 19:32:40.393104,0,0
paid_ad,camp_5,,478,Supplement,2025-08-11 19:32:40.393104,0,0
organic,,,1435,Multivitamin,2025-06-01 19:32:40.393104,0,0
organic,,,1659,Multivitamin,2025-07-26 19:32:40.393104,0,0
influencer,camp_4,15,1901,Protein,2025-07-01 19:32:40.393104,0,0
organic,,,1709,Snack,2025-07-06 19:32:40.393104,0,0
organic,,,1835,Supplement,2025-05-30 19:32:40.393104,0,0
organic,,,1158,Snack,2025-06-08 19:32:40.393104,0,0
influencer,camp_4,18,141,Protein,2025-06-06 19:32:40.393104,0,0
organic,,,1004,Supplement,2025-07-24 19:32:40.393104,0,0
organic,,,1130,Snack,2025-07-07 19:32:40.393104,0,0
paid_ad,camp_5,,1486,Multivitamin,2025-08-03 19:32:40.393104,0,0
paid_ad,camp_3,,1370,Multivitamin,2025-07-28 19:32:40.393104,0,0
organic,,,936,Snack,2025-05-18 19:32:40.393104,0,0
influencer,camp_2,9,313,Snack,2025-06-18 19:32:40.393104,0,0
organic,,,1927,Multivitamin,2025-08-04 19:32:40.393104,0,0
paid_ad,camp_5,,876,Multivitamin,2025-05-29 19:32:40.393104,0,0
organic,,,1880,Protein,2025-07-05 19:32:40.393104,0,0
organic,,,1906,Snack,2025-08-09 19:32:40.393104,0,0
paid_ad,camp_5,,1654,Snack,2025-08-11 19:32:40.393104,0,0
organic,,,990,Snack,2025-07-24 19:32:40.393104,0,0
organic,,,285,Protein,2025-06-25 19:32:40.393104,0,0
organic,,,769,Snack,2025-06-30 19:32:40.393104,0,0
organic,,,114,Snack,2025-05-27 19:32:40.393104,0,0
paid_ad,camp_4,,55,Supplement,2025-06-07 19:32:40.393104,0,0
paid_ad,camp_1,,87,Supplement,2025-07-17 19:32:40.393104,0,0
influencer,camp_1,8,759,Multivitamin,2025-06-13 19:32:40.393104,0,0
influencer,camp_3,2,1628,Snack,2025-06-04 19:32:40.393104,0,0
organic,,,1936,Protein,2025-05-26 19:32:40.393104,0,0
influencer,camp_5,10,944,Snack,2025-07-19 19:32:40.393104,0,0
organic,,,915,Supplement,2025-07-16 19:32:40.393104,0,0
organic,,,1940,Snack,2025-06-17 19:32:40.393104,0,0
organic,,,1556,Multivitamin,2025-07-22 19:32:40.393104,0,0
influencer,camp_1,12,940,Supplement,2025-05-24 19:32:40.393104,0,0
influencer,camp_1,14,1906,Protein,2025-07-01 19:32:40.393104,0,0
organic,,,1782,Multivitamin,2025-08-10 19:32:40.393104,0,0
influencer,camp_1,11,610,Multivitamin,2025-08-04 19:32:40.393104,0,0
influencer,camp_2,5,934,Protein,2025-06-27 19:32:40.393104,0,0
influencer,camp_5,6,342,Snack,2025-07-06 19:32:40.393104,0,0
organic,,,455,Protein,2025-06-20 19:32:40.393104,0,0
influencer,camp_5,11,1582,Protein,2025-05-21 19:32:40.393104,0,0
paid_ad,camp_3,,149,Snack,2025-06-15 19:32:40.393104,0,0
organic,,,1334,Snack,2025-08-07 19:32:40.393104,0,0
influencer,camp_3,15,1313,Supplement,2025-05-28 19:32:40.393104,0,0
influencer,camp_1,9,365,Multivitamin,2025-06-25 19:32:40.393104,0,0
organic,,,1665,Snack,2025-07-06 19:32:40.393104,0,0
influencer,camp_3,12,131,Supplement,2025-08-09 19:32:40.393104,0,0
influencer,camp_4,17,1637,Protein,2025-07-24 19:32:40.393104,0,0
paid_ad,camp_5,,1342,Snack,2025-07-18 19:32:40.393104,0,0
organic,,,374,Supplement,2025-06-05 19:32:40.393104,0,0
paid_ad,camp_1,,1595,Protein,2025-07-13 19:32:40.393104,0,0
organic,,,1943,Multivitamin,2025-08-04 19:32:40.393104,0,0
influencer,camp_4,16,1543,Supplement,2025-08-09 19:32:40.393104,0,0
organic,,,935,Snack,2025-07-27 19:32:40.393104,0,0
influencer,camp_4,13,1176,Multivitamin,2025-08-01 19:32:40.393104,0,0
organic,,,39,Protein,2025-07-01 19:32:40.393104,0,0
organic,,,722,Protein,2025-07-08 19:32:40.393104,0,0
paid_ad,camp_3,,739,Multivitamin,2025-05-14 19:32:40.393104,0,0
paid_ad,camp_5,,1915,Supplement,2025-05-18 19:32:40.393104,0,0
organic,,,748,Supplement,2025-06-07 19:32:40.393104,0,0
organic,,,921,Supplement,2025-07-19 19:32:40.393104,0,0
organic,,,1453,Multivitamin,2025-07-29 19:32:40.393104,0,0
influencer,camp_4,14,1689,Snack,2025-06-21 19:32:40.393104,0,0
paid_ad,camp_3,,1164,Protein,2025-07-23 19:32:40.393104,0,0
organic,,,1086,Protein,2025-07-19 19:32:40.393104,0,0
paid_ad,camp_3,,1684,Multivitamin,2025-07-07 19:32:40.393104,0,0
organic,,,226,Protein,2025-05-30 19:32:40.393104,0,0
influencer,camp_1,15,1541,Snack,2025-08-01 19:32:40.393104,0,0
influencer,camp_3,3,1597,Multivitamin,2025-06-27 19:32:40.393104,1,1499
influencer,camp_3,15,781,Protein,2025-07-06 19:32:40.393104,0,0
organic,,,1641,Snack,2025-05-25 19:32:40.393104,0,0
paid_ad,camp_3,,738,Protein,2025-06-12 19:32:40.393104,0,0
organic,,,1250,Snack,2025-05-14 19:32:40.393104,0,0
organic,,,1626,Protein,2025-06-02 19:32:40.393104,0,0
paid_ad,camp_2,,973,Supplement,2025-08-01 19:32:40.393104,0,0
organic,,,1347,Multivitamin,2025-07-01 19:32:40.393104,0,0
organic,,,1286,Supplement,2025-07-12 19:32:40.393104,0,0
organic,,,816,Snack,2025-06-04 19:32:40.393104,0,0
organic,,,191,Supplement,2025-05-28 19:32:40.393104,0,0
influencer,camp_2,10,761,Multivitamin,2025-07-26 19:32:40.393104,0,0
organic,,,356,Protein,2025-06-28 19:32:40.393104,0,0
organic,,,1549,Protein,2025-07-03 19:32:40.393104,0,0
influencer,camp_2,13,700,Snack,2025-05-25 19:32:40.393104,0,0
paid_ad,camp_5,,1257,Snack,2025-06-18 19:32:40.393104,0,0
paid_ad,camp_1,,278,Supplement,2025-07-22 19:32:40.393104,1,1999
influencer,camp_2,10,524,Multivitamin,2025-06-14 19:32:40.393104,0,0
paid_ad,camp_4,,306,Snack,2025-08-09 19:32:40.393104,0,0
organic,,,381,Protein,2025-05-15 19:32:40.393104,0,0
organic,,,1952,Multivitamin,2025-05-14 19:32:40.393104,0,0
paid_ad,camp_5,,1309,Snack,2025-06-23 19:32:40.393104,0,0
influencer,camp_3,2,157,Snack,2025-07-14 19:32:40.393104,0,0
paid_ad,camp_5,,849,Supplement,2025-06-21 19:32:40.393104,1,1999
paid_ad,camp_2,,1979,Snack,2025-06-07 19:32:40.393104,1,499
organic,,,1916,Multivitamin,2025-06-02 19:32:40.393104,0,0
organic,,,792,Snack,2025-06-25 19:32:40.393104,0,0
influencer,camp_3,8,430,Snack,2025-06-23 19:32:40.393104,0,0
influencer,camp_1,3,349,Supplement,2025-07-24 19:32:40.393104,0,0
organic,,,1918,Supplement,2025-07-03 19:32:40.393104,0,0
organic,,,1855,Protein,2025-06-07 19:32:40.393104,0,0
organic,,,1088,Supplement,2025-06-24 19:32:40.393104,0,0
paid_ad,camp_4,,1390,Multivitamin,2025-06-09 19:32:40.393104,0,0
paid_ad,camp_4,,102,Snack,2025-06-26 19:32:40.393104,0,0
organic,,,889,Snack,2025-06-27 19:32:40.393104,0,0
organic,,,673,Supplement,2025-08-06 19:32:40.393104,0,0
paid_ad,camp_2,,801,Multivitamin,2025-05-16 19:32:40.393104,0,0
organic,,,1190,Multivitamin,2025-07-15 19:32:40.393104,0,0
organic,,,887,Supplement,2025-07-10 19:32:40.393104,0,0
paid_ad,camp_2,,9,Snack,2025-07-08 19:32:40.393104,0,0
paid_ad,camp_4,,1884,Multivitamin,2025-07-08 19:32:40.393104,0,0
organic,,,208,Multivitamin,2025-07-23 19:32:40.393104,0,0
influencer,camp_5,14,809,Snack,2025-07-18 19:32:40.393104,0,0
paid_ad,camp_5,,1561,Multivitamin,2025-06-12 19:32:40.393104,0,0
organic,,,1655,Supplement,2025-06-27 19:32:40.393104,0,0
influencer,camp_5,9,1747,Snack,2025-07-11 19:32:40.393104,0,0
organic,,,93,Snack,2025-06-06 19:32:40.393104,0,0
organic,,,1749,Protein,2025-07-29 19:32:40.393104,0,0
organic,,,1388,Supplement,2025-05-17 19:32:40.393104,0,0
organic,,,1641,Protein,2025-06-18 19:32:40.393104,0,0
organic,,,1442,Snack,2025-06-07 19:32:40.393104,0,0
influencer,camp_2,13,637,Multivitamin,2025-07-09 19:32:40.393104,0,0
organic,,,1544,Multivitamin,2025-05-30 19:32:40.393104,0,0
influencer,camp_5,5,2,Multivitamin,2025-06-27 19:32:40.393104,0,0
organic,,,1647,Snack,2025-06-15 19:32:40.393104,0,0
organic,,,1169,Protein,2025-06-18 19:32:40.393104,0,0
organic,,,1473,Supplement,2025-06-18 19:32:40.393104,0,0
paid_ad,camp_4,,1419,Multivitamin,2025-05-29 19:32:40.393104,0,0
influencer,camp_4,5,862,Supplement,2025-07-05 19:32:40.393104,0,0
influencer,camp_4,5,1308,Snack,2025-07-12 19:32:40.393104,0,0
organic,,,1848,Snack,2025-07-03 19:32:40.393104,0,0
paid_ad,camp_1,,1906,Protein,2025-06-30 19:32:40.393104,0,0
influencer,camp_4,5,119,Protein,2025-05-21 19:32:40.393104,0,0
organic,,,490,Multivitamin,2025-08-08 19:32:40.393104,0,0
organic,,,217,Protein,2025-07-05 19:32:40.393104,0,0
organic,,,1202,Multivitamin,2025-05-26 19:32:40.393104,0,0
organic,,,308,Multivitamin,2025-07-18 19:32:40.393104,0,0
organic,,,129,Protein,2025-06-22 19:32:40.393104,0,0
organic,,,1199,Snack,2025-08-10 19:32:40.393104,0,0
influencer,camp_1,8,114,Snack,2025-07-04 19:32:40.393104,0,0
paid_ad,camp_5,,814,Protein,2025-06-02 19:32:40.393104,0,0
influencer,camp_1,2,361,Multivitamin,2025-07-07 19:32:40.393104,0,0
paid_ad,camp_4,,1113,Protein,2025-05-22 19:32:40.393104,0,0
organic,,,1634,Multivitamin,2025-08-05 19:32:40.393104,0,0
paid_ad,camp_1,,1618,Snack,2025-06-22 19:32:40.393104,0,0
organic,,,725,Supplement,2025-07-07 19:32:40.393104,0,0
organic,,,828,Protein,2025-06-04 19:32:40.393104,0,0
influencer,camp_1,3,102,Supplement,2025-07-13 19:32:40.393104,0,0
organic,,,1027,Supplement,2025-06-29 19:32:40.393104,0,0
organic,,,1245,Supplement,2025-05-27 19:32:40.393104,0,0
organic,,,1324,Snack,2025-07-21 19:32:40.393104,0,0
paid_ad,camp_5,,364,Protein,2025-07-27 19:32:40.393104,0,0
paid_ad,camp_5,,1148,Supplement,2025-08-05 19:32:40.393104,0,0
influencer,camp_3,14,470,Protein,2025-07-08 19:32:40.393104,0,0
paid_ad,camp_2,,1693,Snack,2025-07-05 19:32:40.393104,0,0
influencer,camp_4,4,2,Multivitamin,2025-05-24 19:32:40.393104,0,0
organic,,,1610,Snack,2025-07-16 19:32:40.393104,0,0
influencer,camp_4,4,445,Supplement,2025-06-26 19:32:40.393104,0,0
organic,,,1400,Snack,2025-08-07 19:32:40.393104,0,0
paid_ad,camp_2,,1301,Protein,2025-07-24 19:32:40.393104,0,0
paid_ad,camp_5,,1657,Supplement,2025-07-22 19:32:40.393104,0,0
influencer,camp_3,19,1604,Supplement,2025-06-21 19:32:40.393104,0,0
influencer,camp_1,18,1700,Protein,2025-05-29 19:32:40.393104,0,0
organic,,,631,Multivitamin,2025-05-16 19:32:40.393104,0,0
organic,,,1479,Multivitamin,2025-06-06 19:32:40.393104,0,0
influencer,camp_5,3,1278,Snack,2025-07-15 19:32:40.393104,0,0
organic,,,1191,Snack,2025-08-11 19:32:40.393104,0,0
organic,,,1604,Multivitamin,2025-08-03 19:32:40.393104,0,0
organic,,,744,Supplement,2025-05-31 19:32:40.393104,0,0
organic,,,1094,Supplement,2025-06-22 19:32:40.393104,0,0
influencer,camp_5,8,517,Multivitamin,2025-07-06 19:32:40.393104,0,0
organic,,,58,Multivitamin,2025-05-18 19:32:40.393104,0,0
paid_ad,camp_2,,1233,Snack,2025-06-24 19:32:40.393104,0,0
paid_ad,camp_2,,1572,Protein,2025-07-15 19:32:40.393104,0,0
organic,,,446,Snack,2025-07-21 19:32:40.393104,0,0
organic,,,1672,Supplement,2025-06-17 19:32:40.393104,0,0
influencer,camp_5,20,1128,Supplement,2025-07-22 19:32:40.393104,0,0
organic,,,1108,Multivitamin,2025-07-23 19:32:40.393104,0,0
organic,,,784,Supplement,2025-07-16 19:32:40.393104,0,0
influencer,camp_1,2,1687,Protein,2025-05-21 19:32:40.393104,0,0
paid_ad,camp_3,,1867,Multivitamin,2025-06-23 19:32:40.393104,0,0
organic,,,406,Multivitamin,2025-07-03 19:32:40.393104,0,0
organic,,,1263,Multivitamin,2025-07-26 19:32:40.393104,0,0
organic,,,1694,Snack,2025-07-24 19:32:40.393104,0,0
organic,,,399,Multivitamin,2025-05-27 19:32:40.393104,0,0
organic,,,1812,Multivitamin,2025-07-27 19:32:40.393104,0,0
paid_ad,camp_5,,1313,Multivitamin,2025-05-26 19:32:40.393104,0,0
organic,,,1460,Protein,2025-07-27 19:32:40.393104,0,0
organic,,,1416,Supplement,2025-05-26 19:32:40.393104,0,0
paid_ad,camp_2,,1036,Supplement,2025-07-06 19:32:40.393104,0,0
influencer,camp_3,6,989,Supplement,2025-06-02 19:32:40.393104,0,0
influencer,camp_2,19,287,Multivitamin,2025-06-24 19:32:40.393104,0,0
organic,,,1277,Snack,2025-08-10 19:32:40.393104,0,0
influencer,camp_4,14,149,Snack,2025-05-29 19:32:40.393104,0,0
paid_ad,camp_4,,1796,Protein,2025-06-03 19:32:40.393104,0,0
organic,,,420,Snack,2025-07-18 19:32:40.393104,0,0
organic,,,1598,Snack,2025-06-16 19:32:40.393104,0,0
organic,,,455,Multivitamin,2025-08-08 19:32:40.393104,0,0
organic,,,1755,Multivitamin,2025-06-06 19:32:40.393104,0,0
organic,,,1912,Protein,2025-06-12 19:32:40.393104,0,0
influencer,camp_4,5,1237,Protein,2025-05-17 19:32:40.393104,0,0
organic,,,395,Supplement,2025-06-06 19:32:40.393104,0,0
paid_ad,camp_5,,1732,Supplement,2025-07-19 19:32:40.393104,0,0
paid_ad,camp_1,,1460,Multivitamin,2025-07-23 19:32:40.393104,0,0
organic,,,1144,Protein,2025-07-25 19:32:40.393104,0,0
paid_ad,camp_2,,1034,Supplement,2025-08-03 19:32:40.393104,0,0
paid_ad,camp_5,,776,Supplement,2025-06-03 19:32:40.393104,0,0
influencer,camp_1,12,467,Protein,2025-06-22 19:32:40.393104,0,0
organic,,,87,Protein,2025-07-25 19:32:40.393104,0,0
organic,,,1669,Supplement,2025-06-14 19:32:40.393104,0,0
organic,,,436,Snack,2025-07-23 19:32:40.393104,0,0
organic,,,1285,Multivitamin,2025-07-21 19:32:40.393104,0,0
influencer,camp_2,17,1647,Snack,2025-07-23 19:32:40.393104,0,0
influencer,camp_1,17,463,Supplement,2025-07-08 19:32:40.393104,0,0
organic,,,378,Snack,2025-08-09 19:32:40.393104,0,0
paid_ad,camp_4,,1883,Multivitamin,2025-06-26 19:32:40.393104,0,0
influencer,camp_3,15,1250,Protein,2025-08-05 19:32:40.393104,0,0
organic,,,846,Protein,2025-05-28 19:32:40.393104,0,0
organic,,,1749,Snack,2025-08-01 19:32:40.393104,0,0
paid_ad,camp_2,,122,Snack,2025-08-01 19:32:40.393104,0,0
organic,,,149,Protein,2025-08-10 19:32:40.393104,0,0
influencer,camp_4,11,647,Supplement,2025-07-02 19:32:40.393104,1,999
organic,,,1821,Multivitamin,2025-05-25 19:32:40.393104,0,0
influencer,camp_5,19,1586,Snack,2025-07-28 19:32:40.393104,0,0
organic,,,1725,Snack,2025-06-09 19:32:40.393104,0,0
paid_ad,camp_2,,1054,Snack,2025-07-31 19:32:40.393104,0,0
influencer,camp_3,1,1210,Supplement,2025-07-18 19:32:40.393104,1,1999
paid_ad,camp_3,,1248,Multivitamin,2025-06-01 19:32:40.393104,0,0
organic,,,923,Supplement,2025-07-23 19:32:40.393104,0,0
organic,,,234,Multivitamin,2025-07-27 19:32:40.393104,0,0
organic,,,1442,Supplement,2025-06-12 19:32:40.393104,0,0
paid_ad,camp_4,,1094,Protein,2025-05-25 19:32:40.393104,0,0
paid_ad,camp_5,,1930,Snack,2025-05-26 19:32:40.393104,0,0
organic,,,202,Supplement,2025-05-30 19:32:40.393104,0,0
paid_ad,camp_2,,1143,Protein,2025-07-10 19:32:40.393104,0,0
organic,,,1079,Supplement,2025-07-07 19:32:40.393104,0,0
influencer,camp_5,19,1939,Protein,2025-07-10 19:32:40.393104,0,0
organic,,,1100,Multivitamin,2025-06-01 19:32:40.393104,0,0
organic,,,432,Multivitamin,2025-06-12 19:32:40.393104,0,0
influencer,camp_1,15,831,Snack,2025-07-19 19:32:40.393104,0,0
organic,,,198,Supplement,2025-05-30 19:32:40.393104,0,0
organic,,,78,Snack,2025-07-04 19:32:40.393104,0,0
organic,,,500,Multivitamin,2025-05-28 19:32:40.393104,0,0
organic,,,254,Multivitamin,2025-06-29 19:32:40.393104,0,0
influencer,camp_4,14,1939,Multivitamin,2025-07-31 19:32:40.393104,0,0
organic,,,49,Supplement,2025-06-26 19:32:40.393104,0,0
organic,,,638,Multivitamin,2025-08-03 19:32:40.393104,0,0
influencer,camp_1,14,1862,Supplement,2025-05-25 19:32:40.393104,0,0
influencer,camp_4,12,548,Multivitamin,2025-06-08 19:32:40.393104,0,0
influencer,camp_4,16,270,Supplement,2025-07-21 19:32:40.393104,0,0
organic,,,841,Supplement,2025-05-18 19:32:40.393104,0,0
organic,,,1465,Multivitamin,2025-06-19 19:32:40.393104,0,0
influencer,camp_2,11,1423,Supplement,2025-05-25 19:32:40.393104,0,0
organic,,,1690,Supplement,2025-07-09 19:32:40.393104,0,0
influencer,camp_4,5,1106,Supplement,2025-06-13 19:32:40.393104,0,0
influencer,camp_1,18,445,Protein,2025-06-03 19:32:40.393104,0,0
paid_ad,camp_1,,593,Protein,2025-07-30 19:32:40.393104,0,0
organic,,,529,Multivitamin,2025-06-24 19:32:40.393104,0,0
paid_ad,camp_3,,1541,Supplement,2025-06-02 19:32:40.393104,0,0
organic,,,637,Supplement,2025-05-19 19:32:40.393104,0,0
organic,,,571,Supplement,2025-07-24 19:32:40.393104,0,0
paid_ad,camp_5,,391,Multivitamin,2025-06-12 19:32:40.393104,0,0
paid_ad,camp_2,,79,Supplement,2025-06-05 19:32:40.393104,1,1999
organic,,,1820,Snack,2025-07-02 19:32:40.393104,0,0
influencer,camp_1,10,1992,Supplement,2025-07-24 19:32:40.393104,0,0
organic,,,379,Snack,2025-06-22 19:32:40.393104,0,0
influencer,camp_2,9,1610,Supplement,2025-06-07 19:32:40.393104,0,0
organic,,,554,Multivitamin,2025-07-24 19:32:40.393104,0,0
paid_ad,camp_1,,877,Multivitamin,2025-05-29 19:32:40.393104,0,0
influencer,camp_3,5,1015,Supplement,2025-07-11 19:32:40.393104,0,0
influencer,camp_5,11,544,Multivitamin,2025-06-11 19:32:40.393104,1,499
organic,,,1557,Multivitamin,2025-05-28 19:32:40.393104,0,0
influencer,camp_2,5,1595,Protein,2025-05-22 19:32:40.393104,0,0
influencer,camp_2,5,1690,Snack,2025-05-30 19:32:40.393104,0,0
organic,,,646,Supplement,2025-08-10 19:32:40.393104,0,0
organic,,,1900,Supplement,2025-06-27 19:32:40.393104,0,0
influencer,camp_2,1,1822,Protein,2025-06-20 19:32:40.393104,0,0
organic,,,1338,Snack,2025-07-08 19:32:40.393104,0,0
organic,,,620,Snack,2025-06-05 19:32:40.393104,0,0
influencer,camp_1,3,272,Supplement,2025-05-14 19:32:40.393104,0,0
influencer,camp_2,8,1684,Snack,2025-06-08 19:32:40.393104,0,0
influencer,camp_4,15,1945,Snack,2025-05-20 19:32:40.393104,0,0
paid_ad,camp_2,,1678,Protein,2025-07-21 19:32:40.393104,0,0
paid_ad,camp_4,,1139,Snack,2025-05-14 19:32:40.393104,0,0
organic,,,501,Snack,2025-06-20 19:32:40.393104,0,0
influencer,camp_1,8,596,Supplement,2025-05-16 19:32:40.393104,1,999
paid_ad,camp_5,,83,Snack,2025-07-20 19:32:40.393104,0,0
organic,,,1351,Protein,2025-06-10 19:32:40.393104,0,0
paid_ad,camp_1,,787,Multivitamin,2025-06-02 19:32:40.393104,0,0
influencer,camp_3,1,286,Supplement,2025-06-08 19:32:40.393104,0,0
influencer,camp_1,9,1001,Supplement,2025-05-19 19:32:40.393104,0,0
organic,,,1661,Protein,2025-08-11 19:32:40.393104,0,0
paid_ad,camp_2,,477,Supplement,2025-05-17 19:32:40.393104,0,0
organic,,,1493,Protein,2025-06-05 19:32:40.393104,0,0
organic,,,1953,Protein,2025-08-03 19:32:40.393104,0,0
paid_ad,camp_4,,482,Protein,2025-05-16 19:32:40.393104,0,0
organic,,,438,Snack,2025-05-26 19:32:40.393104,0,0
influencer,camp_4,19,605,Multivitamin,2025-07-06 19:32:40.393104,0,0
influencer,camp_2,12,540,Protein,2025-08-09 19:32:40.393104,0,0
organic,,,347,Protein,2025-06-07 19:32:40.393104,0,0
influencer,camp_2,12,1689,Multivitamin,2025-05-18 19:32:40.393104,0,0
organic,,,1473,Protein,2025-06-26 19:32:40.393104,0,0
influencer,camp_3,17,1456,Protein,2025-07-01 19:32:40.393104,0,0
influencer,camp_3,7,404,Protein,2025-06-22 19:32:40.393104,0,0
paid_ad,camp_5,,1846,Protein,2025-07-26 19:32:40.393104,0,0
paid_ad,camp_3,,819,Snack,2025-07-31 19:32:40.393104,0,0
influencer,camp_5,14,907,Protein,2025-06-18 19:32:40.393104,0,0
organic,,,1133,Supplement,2025-06-09 19:32:40.393104,0,0
organic,,,1274,Protein,2025-07-10 19:32:40.393104,0,0
influencer,camp_1,15,431,Supplement,2025-07-14 19:32:40.393104,0,0
organic,,,639,Protein,2025-05-24 19:32:40.393104,0,0
influencer,camp_1,19,1137,Snack,2025-07-20 19:32:40.393104,0,0
organic,,,202,Snack,2025-07-06 19:32:40.393104,0,0
influencer,camp_2,7,1142,Supplement,2025-05-29 19:32:40.393104,0,0
influencer,camp_4,16,1629,Multivitamin,2025-05-26 19:32:40.393104,0,0
organic,,,419,Snack,2025-07-04 19:32:40.393104,0,0
organic,,,574,Snack,2025-06-24 19:32:40.393104,0,0
organic,,,1820,Snack,2025-06-21 19:32:40.393104,0,0
organic,,,73,Multivitamin,2025-07-06 19:32:40.393104,0,0
organic,,,1475,Supplement,2025-08-04 19:32:40.393104,0,0
organic,,,1099,Multivitamin,2025-06-16 19:32:40.393104,0,0
organic,,,1953,Multivitamin,2025-05-29 19:32:40.393104,0,0
paid_ad,camp_4,,421,Protein,2025-08-07 19:32:40.393104,0,0
organic,,,914,Snack,2025-06-17 19:32:40.393104,0,0
influencer,camp_1,5,817,Supplement,2025-06-15 19:32:40.393104,0,0
organic,,,1055,Protein,2025-08-09 19:32:40.393104,0,0
organic,,,443,Protein,2025-06-17 19:32:40.393104,0,0
organic,,,363,Multivitamin,2025-06-18 19:32:40.393104,0,0
organic,,,911,Multivitamin,2025-08-03 19:32:40.393104,0,0
organic,,,124,Snack,2025-06-22 19:32:40.393104,1,499
influencer,camp_4,15,369,Multivitamin,2025-06-18 19:32:40.393104,0,0
influencer,camp_3,17,1093,Protein,2025-07-01 19:32:40.393104,0,0
organic,,,899,Supplement,2025-07-16 19:32:40.393104,0,0
organic,,,942,Protein,2025-08-08 19:32:40.393104,0,0
organic,,,1409,Supplement,2025-08-11 19:32:40.393104,0,0
influencer,camp_2,17,139,Snack,2025-08-01 19:32:40.393104,0,0
influencer,camp_3,8,787,Supplement,2025-07-29 19:32:40.393104,0,0
organic,,,64,Multivitamin,2025-07-17 19:32:40.393104,0,0
influencer,camp_1,11,246,Snack,2025-05-25 19:32:40.393104,0,0
influencer,camp_4,6,558,Protein,2025-08-07 19:32:40.393104,0,0
paid_ad,camp_1,,820,Snack,2025-06-10 19:32:40.393104,0,0
organic,,,1982,Snack,2025-07-07 19:32:40.393104,0,0
organic,,,1778,Protein,2025-08-10 19:32:40.393104,0,0
organic,,,1711,Supplement,2025-07-25 19:32:40.393104,0,0
influencer,camp_3,13,1353,Protein,2025-07-10 19:32:40.393104,0,0
